src,dst,stime,method,proto,sport,dport,node_addr,hop_addr,probe_ttl,probe_attempt,probe_rtt,probe_retransmit,probe_sent_ttl,probe_sent_size,reply_rtt,reply_ttl,reply_ipid,reply_icmp_type,reply_icmp_code
192.168.1.27,5.161.76.19,N/A,udp-dport,N/A,37788,33435,192.168.1.1,191.112.0.1,2,0,N/A,N/A,N/A,N/A,4.636,254,147,11,0
192.168.1.27,5.161.76.19,N/A,udp-dport,N/A,37788,33435,192.168.1.1,191.112.0.1,2,0,N/A,N/A,N/A,N/A,4.219,254,156,11,0
192.168.1.27,5.161.76.19,N/A,udp-dport,N/A,37788,33435,192.168.1.1,191.112.0.1,2,0,N/A,N/A,N/A,N/A,7.959,254,159,11,0
192.168.1.27,5.161.76.19,N/A,udp-dport,N/A,37788,33435,192.168.1.1,191.112.0.1,2,0,N/A,N/A,N/A,N/A,4.409,254,161,11,0
192.168.1.27,5.161.76.19,N/A,udp-dport,N/A,37788,33435,192.168.1.1,191.112.0.1,2,0,N/A,N/A,N/A,N/A,6.497,254,163,11,0
192.168.1.27,5.161.76.19,N/A,udp-dport,N/A,37788,33435,192.168.1.1,191.112.0.1,2,0,N/A,N/A,N/A,N/A,5.517,254,166,11,0
192.168.1.27,5.161.76.19,N/A,udp-dport,N/A,37788,33435,191.112.0.1,10.50.3.9,3,0,N/A,N/A,N/A,N/A,3.673,253,182,11,0
192.168.1.27,5.161.76.19,N/A,udp-dport,N/A,37788,33435,191.112.0.1,10.50.3.9,3,0,N/A,N/A,N/A,N/A,2.741,253,157,11,0
192.168.1.27,5.161.76.19,N/A,udp-dport,N/A,37788,33435,191.112.0.1,10.50.3.9,3,0,N/A,N/A,N/A,N/A,3.925,253,328,11,0
192.168.1.27,5.161.76.19,N/A,udp-dport,N/A,37788,33435,191.112.0.1,10.50.3.9,3,0,N/A,N/A,N/A,N/A,9.074,253,432,11,0
192.168.1.27,5.161.76.19,N/A,udp-dport,N/A,37788,33435,191.112.0.1,10.50.3.9,3,0,N/A,N/A,N/A,N/A,5.054,253,471,11,0
192.168.1.27,5.161.76.19,N/A,udp-dport,N/A,37788,33435,191.112.0.1,10.50.3.9,3,0,N/A,N/A,N/A,N/A,4.819,253,126,11,0
192.168.1.27,5.161.76.19,N/A,udp-dport,N/A,37788,33435,191.112.0.1,10.50.3.9,3,0,N/A,N/A,N/A,N/A,4.599,253,434,11,0
192.168.1.27,5.161.76.19,N/A,udp-dport,N/A,37788,33435,191.112.0.1,10.50.3.21,3,1,N/A,N/A,N/A,N/A,3.976,253,632,11,0
192.168.1.27,5.161.76.19,N/A,udp-dport,N/A,37788,33435,191.112.0.1,10.50.3.21,3,0,N/A,N/A,N/A,N/A,7.589,253,946,11,0
192.168.1.27,5.161.76.19,N/A,udp-dport,N/A,37788,33435,191.112.0.1,10.50.3.21,3,0,N/A,N/A,N/A,N/A,19.658,253,377,11,0
192.168.1.27,5.161.76.19,N/A,udp-dport,N/A,37788,33435,191.112.0.1,10.50.3.21,3,0,N/A,N/A,N/A,N/A,4.886,253,528,11,0
